name,SMILES,doi,pce,voc,jsc,ff,pce_from_voc_jsc_ff,pce_abs_error,target_flag
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/aenm.202401262,16.69,0.857,26.4,73.76,16.68805248,0.0019475200000016457,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,19.06,0.89,26.65,80.82,19.169291699999995,0.10929169999999644,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/adma.202400342,17.21,0.84,26.81,76.83,17.30242332,0.0924233199999982,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,19.03,0.92,25.75,80.4,19.046760000000003,0.01676000000000144,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,10.49,0.86,15.12,80.85,10.5130872,0.023087199999999086,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202400342,7.11,0.85,10.56,78.74,7.067702400000001,0.04229759999999949,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202502485,19.34,0.9,26.4,81.4,19.34064,0.0006400000000006401,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/adma.202502485,20.2,0.885,28.43,80.3,20.203921649999998,0.0039216499999987775,False
2PAThCz,O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,19.52,0.896,26.87,81.1,19.52524672,0.005246719999998817,False
2PAThCz,O=P(O)(O)CCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,20.27,0.888,28.22,80.9,20.27302224,0.003022239999999954,False
4PAThCz,O=P(O)(O)CCCCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,19.79,0.899,26.85,82.0,19.793283000000002,0.0032830000000032555,False
4PAThCz,O=P(O)(O)CCCCn1c2cc(-c3ccsc3)ccc2c2ccc(-c3ccsc3)cc21,10.1002/adma.202502485,20.78,0.89,28.65,81.5,20.7812775,0.0012775000000004866,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/advs.202404725,16.28,0.854,25.73,74.97,16.473472974,0.19347297399999874,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,18.62,0.88,27.32,77.44,18.617815039999996,0.0021849600000045655,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,16.61,0.873,26.76,71.1,16.61001228,1.2279999999975644e-05,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.21,0.871,27.03,64.57,15.201799041,0.008200959000001617,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,13.27,0.858,26.94,57.38,13.263111576000002,0.006888423999997784,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,18.06,0.859,28.31,74.25,18.056330324999998,0.003669675000001149,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.43,0.851,28.34,64.82,15.632859787999998,0.20285978799999782,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,15.2,0.847,28.78,62.39,15.208598174,0.00859817400000118,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,12.64,0.838,28.16,53.57,12.641491455999999,0.0014914559999983368,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/advs.202410277,16.95,0.844,27.89,72.02,16.952903032,0.002903031999998973,False
2Cl-3PACz,O=P(O)(O)CCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,14.05,0.834,27.77,60.68,14.053597223999997,0.0035972239999964017,False
2Cl-4PACz,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,13.75,0.826,28.07,59.3,13.74919126,0.0008087400000000855,False
2Cl-5PACz,O=P(O)(O)CCCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,10.1002/advs.202410277,11.76,0.817,28.49,50.49,11.752219017,0.007780982999999964,False
F-2PACz,O=P(O)(O)CCn1c2cc(F)ccc2c2ccc(F)cc21,10.1002/aenm.202202503,17.7,0.846,26.8,78.2,17.7301296,0.0301296000000022,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,18.5,0.863,26.96,79.4,18.473585120000003,0.026414879999997254,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/cssc.202100707,18.4,0.864,27.1,78.6,18.4037184,0.0037184000000003437,False
I-2PACz,O=P(O)(O)CCn1c2cc(I)ccc2c2ccc(I)cc21,10.1002/aenm.202202503,18.2,0.858,26.85,78.8,18.1533924,0.04660759999999797,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,18.9,0.866,27.18,80.1,18.85384188,0.04615811999999764,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,12.9,0.856,20.26,74.4,12.902864640000002,0.0028646400000020833,False
"2,7-diCl-2PACz",O=P(O)(O)CCn1c2cc(Cl)ccc2c2ccc(Cl)cc21,10.1002/aenm.202202503,10.6,1.088,16.45,59.2,10.5953792,0.004620799999999647,False
Cl-2PACz,ClC1=CC2=C(N(CCP(O)(O)=O)C3=C2C=C(Cl)C=C3)C=C1,10.1002/aenm.202303354,18.17,0.84,28.42,76.0,18.143328,0.02667200000000136,False
"4,5-Cl-2PACz",O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,10.1002/aenm.202303354,18.67,0.842,28.69,77.17,18.641941466000002,0.02805853399999947,False
"4,5-Cl-2PACz",O=P(O)(O)CCn1c2cccc(Cl)c2c2c(Cl)cccc21,10.1002/aenm.202303354,19.05,0.856,28.56,77.82,19.024935552,0.02506444800000196,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/aenm.202304000,19.02,0.922,25.7,80.27,19.020297579999998,0.0002975799999980211,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,16.86,0.86,26.63,73.61,16.858014979999997,0.0019850200000028906,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1002/aenm.202401262,15.47,0.859,24.02,74.98,15.470758364,0.0007583639999992897,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/aenm.202401262,15.78,0.839,26.17,71.94,15.795599622,0.015599621999999869,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,16.2,0.86,25.8,72.7,16.130676,0.06932399999999816,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,16.8,0.861,26.4,73.7,16.7523048,0.047695199999999716,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,16.7,0.859,26.8,72.6,16.7133912,0.013391200000000936,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,13.21,0.733,26.36,68.38,13.212301543999999,0.002301543999998046,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,12.49,0.71,26.14,67.29,12.48862026,0.0013797400000008508,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/aenm.202401262,16.42,0.847,26.12,74.2,16.41574088,0.004259120000000394,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,19.52,0.856,27.83,81.89,19.508228872,0.011771127999999464,False
4PA-DMAc,CC1(C)c2ccccc2N(CCCCP(=O)(O)O)c2ccccc21,10.1002/aenm.202504541,16.83,0.805,27.6,75.74,16.8279132,0.0020867999999971687,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,19.89,0.849,28.51,82.2,19.896501780000005,0.006501780000004231,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,19.9,0.91,26.43,82.73,19.89764049,0.0023595099999980107,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,18.03,0.925,24.58,79.26,18.0209499,0.009050099999999617,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,18.03,0.947,24.13,78.89,18.027240679,0.002759321000002757,False
4PA-SAcF,O=P(O)(O)CCCCN1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,10.1002/aenm.202504541,20.37,0.882,28.35,81.47,20.37132909,0.0013290899999987005,False
2-Br-4PACz,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Br)cc21,10.1002/anie.202401518,18.56,0.846,29.02,75.6,18.560495519999996,0.0004955199999976401,False
BrBACz,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccc3ccccc3c21,10.1002/anie.202401518,19.7,0.856,29.2,78.8,19.6962176,0.0037823999999986313,False
BrBACz,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccc3ccccc3c21,10.1002/anie.202401518,18.61,0.835,29.13,76.5,18.607515749999997,0.002484250000001964,False
BrBACz,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccc3ccccc3c21,10.1002/anie.202401518,19.33,0.903,27.06,79.1,19.328227379999998,0.0017726200000005576,False
BrBACz,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccc3ccccc3c21,10.1002/anie.202401518,19.22,0.861,28.8,77.5,19.21752,0.0024799999999984834,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/anie.202502215,18.41,0.847,28.18,77.1,18.402582659999997,0.007417340000003492,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/anie.202502215,19.05,0.856,28.84,77.15,19.04605136,0.003948640000000836,False
JJ26,BrC1=CC=C2C3=C(N(CCCCP(O)(O)=O)C4=C3C5=CC=C(Br)C=C5C=C4)C=CC2=C1,10.1002/anie.202502215,19.27,0.862,28.8,77.63,19.27211328,0.002113279999999662,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/anie.202502215,15.89,0.834,27.6,69.01,15.88499784,0.005002160000000089,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/anie.202502215,18.01,0.869,28.27,73.3,18.00733979,0.002660210000001939,False
JJ26,BrC1=CC=C2C3=C(N(CCCCP(O)(O)=O)C4=C3C5=CC=C(Br)C=C5C=C4)C=CC2=C1,10.1002/anie.202502215,18.53,0.874,28.56,74.23,18.528876912,0.0011230879999999388,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/anie.202502215,17.22,0.868,26.72,74.2,17.209176319999997,0.010823680000001445,False
JJ25,OP(O)(=O)CCCCN1C2=C(C3=CC=CC=C3C(Br)=C2)C2=C1C=C(Br)C1=CC=CC=C12,10.1002/anie.202502215,17.87,0.908,26.44,74.48,17.880800896000004,0.01080089600000278,False
JJ26,BrC1=CC=C2C3=C(N(CCCCP(O)(O)=O)C4=C3C5=CC=C(Br)C=C5C=C4)C=CC2=C1,10.1002/anie.202502215,19.35,0.916,27.47,76.96,19.365075391999998,0.015075391999996413,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/anie.202507273,16.68,0.877,25.74,73.87,16.675399026,0.004600973999998814,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/anie.202507273,17.1,0.895,25.8,74.05,17.0988855,0.0011144999999999072,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,18.35,0.907,26.16,77.17,18.310218503999998,0.03978149600000336,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,19.62,0.925,27.34,77.6,19.624651999999998,0.004651999999996548,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,19.62,0.923,26.67,79.67,19.611893847,0.00810615299999995,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,19.85,0.922,26.94,79.87,19.838653716000003,0.011346283999998263,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,19.28,0.916,26.9,78.29,19.290969160000003,0.01096916000000192,False
JJ32,O=P(O)(O)CCCCN1c2ccccc2Sc2nc3ccccc3nc21,10.1002/anie.202507273,18.58,0.911,26.18,77.9,18.579134420000003,0.0008655799999957026,False
m-PhACz,O=P(O)(O)c1cccc(-n2c3ccccc3c3ccccc32)c1,10.1002/cjoc.70241,19.44,0.918,26.5,79.95,19.4494365,0.009436499999999626,False
p-PhACz,O=P(O)(O)c1ccc(-n2c3ccccc3c3ccccc32)cc1,10.1002/cjoc.70241,18.3,0.907,26.39,76.38,18.282110573999997,0.01788942600000354,False
p-DPAPCz,O=P(O)(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1002/cjoc.70241,17.38,0.903,26.04,73.87,17.369880444,0.010119555999999363,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1021/acsenergylett.4c01564,17.66,0.857,26.88,76.63,17.652609408,0.00739059200000014,False
MeO-2PACz,COc1ccc2c(c1)c1cc(OC)ccc1n2CCP(=O)(O)O,10.1002/cssc.202100707,14.5,0.776,26.21,71.3,14.50167848,0.0016784800000007039,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/ente.202501733,6.44,0.81,12.91,61.18,6.397653780000001,0.04234621999999977,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/ente.202501733,8.28,0.71,22.61,51.22,8.22239782,0.05760217999999995,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1021/acssuschemeng.6c01237,15.38,0.849,24.25,74.74,15.387658049999997,0.007658049999996308,False
Br-2PACz,O=P(O)(O)CCn1c2ccc(Br)cc2c2cc(Br)ccc21,10.1021/acssuschemeng.6c01237,16.55,0.846,25.86,75.62,16.543810871999998,0.006189128000002597,False
"2,6-diMeO-2PACz",COc1ccc2c(c1)c1ccc(OC)cc1n2CCP(=O)(O)O,10.1002/ente.202501733,6.56,0.81,12.93,62.27,6.52172391,0.03827608999999921,False
"2,6-diMeO-2PACz",COc1ccc2c(c1)c1ccc(OC)cc1n2CCP(=O)(O)O,10.1002/ente.202501733,8.65,0.72,22.14,53.92,8.59527936,0.0547206400000011,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/ente.202501733,6.36,0.81,13.06,59.76,6.3217713600000005,0.038228639999999814,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/ente.202501733,8.08,0.68,22.32,52.89,8.02743264,0.0525673599999994,False
27-4p-PANI,[*]c1ccc2c(c1)n(CCCCP(=O)(O)O)c1ccc(Nc3c(C)cc(C)c(N[*])c3)cc12,10.1002/marc.202401145,8.59,0.58,24.78,59.81,8.59613244,0.006132440000000017,False
36-4p-PANI,[*]c1cc2c(cc1)n(CCCCP(=O)(O)O)c1cc(Nc3c(C)cc(C)c(N[*])c3)ccc12,10.1002/marc.202401145,11.36,0.665,25.83,66.12,11.357399340000002,0.002600659999997035,False
36-2p-PANI,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1cc(Nc3c(C)cc(C)c(N[*])c3)ccc12,10.1002/marc.202401145,12.46,0.703,26.45,67.05,12.467511674999999,0.007511674999998164,False
36-Ph-PANI,[*]c1cc2c(cc1)n(c1ccc(P(=O)(O)O)cc1)c1cc(Nc3c(C)cc(C)c(N[*])c3)ccc12,10.1002/marc.202401145,15.08,0.812,26.94,68.95,15.083005560000004,0.0030055600000036264,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202403233,16.18,0.769,28.7,73.3,16.1775299,0.0024701000000000306,False
4PADCB,C1=CC=C2C(=C1)C=CC3=C2C4=C(N3CCCCP(=O)(O)O)C=CC5=CC=CC=C54,10.1002/smll.202403233,17.26,0.833,28.37,73.03,17.258602963,0.0013970370000002674,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/smll.202403233,19.18,0.847,28.98,78.14,19.180291284,0.00029128399999933663,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/smll.202403233,19.3,0.859,28.98,77.1,19.19313522,0.10686478000000221,False
Cbz-2Ph,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21,10.1002/smll.202403233,16.96,0.825,27.99,73.45,16.960890374999998,0.0008903749999973343,False
P3HT-COOH,[*]c1cc(CCCCCCC(=O)O)sc1[*],10.1002/smll.202410990,8.61,0.85,14.5,69.76,8.59792,0.012079999999999202,False
P3HT-COOH,[*]c1cc(CCCCCCC(=O)O)sc1[*],10.1002/smll.202410990,13.63,0.833,23.52,69.55,13.62634728,0.003652720000001608,False
Me-4PACz,Cc1ccc2c(c1)c1ccc(C)cc1n2CCCCP(=O)(O)O,10.1002/smll.202411457,17.563,0.883,26.615,74.695,17.554105562749996,0.008894437250003051,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202500230,18.69,0.884,26.76,79.0,18.6881136,0.0018864000000000658,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202500230,19.26,0.866,27.88,79.7,19.242831759999998,0.01716824000000372,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202500230,8.72,1.025,14.22,58.5,8.5266675,0.19333250000000035,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202500230,16.95,0.85,25.87,77.1,16.9539045,0.0039045000000008656,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1002/smll.202500230,18.65,0.85,27.61,79.5,18.6574575,0.007457500000001005,False
BnPA,O=P(O)(O)Cc1ccccc1,10.1002/solr.202201106,17.4,0.838,28.6,72.7,17.4238636,0.023863600000002094,False
F5BnPA,O=P(O)(O)Cc1c(F)c(F)c(F)c(F)c1F,10.1002/solr.202201106,17.8,0.837,28.4,75.1,17.851870799999997,0.05187079999999611,False
BnPA,O=P(O)(O)Cc1ccccc1,10.1002/solr.202201106,14.9,0.856,28.7,60.7,14.9122904,0.01229039999999948,False
F5BnPA,O=P(O)(O)Cc1c(F)c(F)c(F)c(F)c1F,10.1002/solr.202201106,15.0,0.851,28.6,62.2,15.138609200000001,0.1386092000000012,False
2PACz-D1,O=P(O)(O)CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CCP(=O)(O)O,10.1007/s10118-025-3512-6,19.44,0.885,27.12,81.0,19.440972000000002,0.0009720000000008611,False
2PACz-D2,CCn1c2ccccc2c2ccc3c4ccccc4n(CCP(=O)(O)O)c3c21,10.1007/s10118-025-3512-6,16.05,0.841,25.79,74.0,16.0501486,0.0001485999999992771,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,14.4,0.832,25.6,67.8,14.4408576,0.04085759999999894,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,16.0,0.852,26.0,72.1,15.971592000000001,0.02840799999999888,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,16.7,0.854,26.4,74.0,16.683743999999997,0.016256000000002047,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,17.1,0.85,26.6,75.6,17.093159999999997,0.006840000000003954,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,17.5,0.852,26.7,77.2,17.561764800000002,0.061764800000002396,False
2PACz,O=P(O)(O)CCn1c2ccccc2c2ccccc21,10.1007/s11426-024-2054-8,16.3,0.845,25.7,75.0,16.287375,0.012624999999999886,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,17.0,0.861,26.3,75.2,17.0285136,0.02851360000000014,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,17.5,0.865,26.4,76.6,17.492375999999997,0.007624000000003406,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,18.4,0.868,26.6,79.6,18.378684800000002,0.021315199999996537,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,18.8,0.869,26.7,81.0,18.793862999999998,0.0061370000000025016,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,19.1,0.87,27.0,81.2,19.07388,0.026120000000002364,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,18.3,0.865,26.8,78.9,18.290598,0.009402000000001465,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,17.8,0.853,26.8,77.8,17.7853912,0.01460880000000131,False
Poly-2PACz,[*]c1cc2c(cc1)n(CCP(=O)(O)O)c1ccc([*])cc12,10.1007/s11426-024-2054-8,17.2,0.845,26.4,76.9,17.154852,0.04514799999999752,False
3DBCP,O=P(O)(O)CCCn1c2cc3ccccc3cc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,18.0,0.842,27.6,77.5,18.01038,0.010380000000001388,False
3BCP,O=P(O)(O)CCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,19.2,0.851,28.2,80.0,19.198559999999997,0.0014400000000023283,False
4BCP,O=P(O)(O)CCCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,19.7,0.85,28.6,80.9,19.666790000000002,0.03320999999999685,False
4DBCP,O=P(O)(O)CCCCn1c2cc3ccccc3cc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,19.0,0.851,28.6,78.2,19.0327852,0.03278519999999929,False
4BCP,O=P(O)(O)CCCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,19.1,0.878,27.1,80.4,19.130215200000002,0.030215200000000664,False
4BCP,O=P(O)(O)CCCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,19.1,0.902,26.2,80.7,19.0713468,0.028653200000000822,False
4BCP,O=P(O)(O)CCCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,17.6,0.897,26.1,75.1,17.5821867,0.017813300000000254,False
4BCP,O=P(O)(O)CCCCn1c2ccccc2c2cc3ccccc3cc21,10.1007/s11426-025-2745-0,17.2,0.876,26.4,74.4,17.206041600000002,0.0060416000000032,False
4Cl-PACz,O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,10.1016/j.cej.2022.140138,16.8,0.85,25.2,78.3,16.771859999999997,0.02814000000000405,False
4Cl-PACz,O=P(O)(O)CCn1c2c(Cl)cc(Cl)cc2c2cc(Cl)cc(Cl)c21,10.1016/j.cej.2022.140138,18.2,0.9,25.6,78.8,18.155520000000003,0.04447999999999652,False
1Cl-PACz,O=P(O)(O)CCn1c2ccccc2c2cc(Cl)ccc21,10.1016/j.cej.2024.149035,19.0,0.9,26.2,80.5,18.9819,0.01810000000000045,False
